id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,atl_change_percentage
coredaoorg,core,Core,0.988094,922511726,124,2074996602.0,43590982.0,1.031,0.980738,-0.03568504107705628,-3.48562,-33713683.54088199,-3.5257,933627854.0935462,2100000000.0,2100000000.0,-83.92773,195.42527
decentraland,mana,Decentraland,0.49158,919098760,125,1079084481.0,86544129.0,0.504077,0.480639,-0.006990503434652684,-1.40211,-12385231.462805271,-1.32962,1868017227.8519301,2193179327.320146,2193179327.320146,-91.54823,5253.55768
elrond-erd-2,egld,MultiversX,32.51,904012929,126,904012929.0,41162098.0,33.66,32.1,-0.8135935157105152,-2.44179,-23634242.44056642,-2.54776,27806481.0,27806481.0,31415926.0,-94.02005,401.47039
matic-network,matic,Polygon,0.450226,865136202,127,4503422607.0,8568813.0,0.464279,0.440966,-0.008237270417325915,-1.79671,-2847557.8194754124,-0.32807,1921063772.7535162,10000000000.0,10000000000.0,-84.51789,14261.75203
aerodrome-finance,aero,Aerodrome Finance,1.14,846213390,128,1651923716.0,72651472.0,1.23,1.099,-0.08314485282901263,-6.81682,-62784170.42996228,-6.90697,743414608.4792726,1451246503.028104,,-50.92479,6109751.57596
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,0.325783,836609325,129,836609325.0,4612915.0,0.337741,0.316308,-0.005198814083950121,-1.57073,-11581177.75570476,-1.3654,2564000000.0,2564000000.0,,-32.0317,559.12684
dexe,dexe,DeXe,14.46,826281012,130,1396403629.0,11098321.0,15.33,14.32,-0.4785384695452741,-3.20256,-27213287.816657066,-3.18846,57103774.56313077,96504599.33609451,,-55.12899,2063.55793
wbnb,wbnb,Wrapped BNB,689.25,821898500,131,822028681.0,331085124.0,698.75,676.71,-4.563170924211022,-0.6577,-7109239.964435816,-0.85756,1191711.251922069,1191900.007644066,,-12.41265,2829.04518
fartcoin,fartcoin,Fartcoin,0.805306,807634625,132,807634625.0,163754423.0,0.938275,0.770239,-0.050917809784419066,-5.94679,-45418968.04428959,-5.32428,999995573.989505,999995573.989505,1000000000.0,-48.88668,3962.15085
apecoin,ape,ApeCoin,1.1,793939293,133,1100478958.0,181408262.0,1.13,1.059,-0.013420091935555822,-1.20532,-10295733.203971386,-1.28019,721448863.0,1000000000.0,1000000000.0,-95.87113,128.6847
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),93269.0,793102283,134,793102283.0,189468986.0,94930.0,90869.0,-463.87147350172745,-0.49488,-3889807.7666009665,-0.48806,8492.4692569,8492.4692569,,-13.36082,88.06792
akuma-inu,akuma,Akuma Inu,0.00118582,792362767,135,792362767.0,5757979.0,0.00134788,0.00114093,1.64e-05,1.40208,13410177.0,1.72157,666666666666.0,666666666666.0,666666666666.0,-11.79789,18880.51751
ether-fi-staked-eth,eeth,ether.fi Staked ETH,3228.89,786646912,136,7207208427.0,703990.0,3327.86,3158.41,-71.63003624407156,-2.17026,-16785890.545971394,-2.08927,243574.69541811076,2231615.698982096,,-39.08619,49.96292
akash-network,akt,Akash Network,3.1,768964461,137,771590788.0,12863871.0,3.21,3.01,-0.004767843728022747,-0.15337,-1006810.1410046816,-0.13076,247443076.710739,248288195.807791,388539008.0,-61.43316,1787.50062
mog-coin,mog,Mog Coin,1.96e-06,767855834,138,767855834.0,38039916.0,2.09e-06,1.91e-06,-9.8029874027e-08,-4.76193,-39349856.658275366,-4.87482,390567524379062.56,390567524379062.56,420690000000000.0,-51.05305,43333.32522
l2-standard-bridged-weth-base,weth,L2 Standard Bridged WETH (Base),3238.67,764974422,139,764974422.0,1446600755.0,3319.01,3152.67,-56.76511445486176,-1.72254,7254488.0,0.95741,236288.5273828252,235929.6222602564,,-20.79982,50.15393
jito-governance-token,jto,Jito,2.71,761933593,140,2715873362.0,58958160.0,2.95,2.72,-0.19631232013001387,-6.74468,-53584132.91669965,-6.57057,280548277.3,1000000000.0,,-54.79934,87.15691
ecash,xec,eCash,3.88e-05,761885782,141,807666087.0,109548349.0,3.945e-05,3.504e-05,2.58e-06,7.12999,42562719.0,5.91705,19809673422584.0,21000000000000.0,21000000000000.0,-89.84259,108.98593
chiliz,chz,Chiliz,0.08117,758296151,142,758296151.0,114562074.0,0.083935,0.080023,-0.002176380072076101,-2.61124,-20047990.349619627,-2.57572,9324693591.0,9324693591.0,,-90.73365,1881.49709
zcash,zec,Zcash,47.44,752246003,143,997550095.0,114248293.0,49.83,46.63,-2.1703130124249554,-4.37475,-35670599.49892712,-4.5272,15835962.6655448,21000000.0,21000000.0,-98.50522,196.71597
bio-protocol,bio,Bio Protocol,0.456882,741774341,144,1521328177.0,261757253.0,0.543333,0.456895,-0.07845969958807442,-14.656,-122115396.60342276,-14.13553,1618776834.8920426,3320000000.0,3320000000.0,-48.45553,0.29159
usdd,usdd,USDD,0.993172,741491555,145,741491555.0,2286583.0,1.001,0.988523,-0.003307139154225314,-0.33188,-1107006.2779672146,-0.14907,746158254.0958034,746158254.0958034,,-5.50708,7.09298
jupiter-staked-sol,jupsol,Jupiter Staked SOL,198.86,708051435,146,708051435.0,25023530.0,206.33,195.79,-6.025381667723337,-2.94083,-29332499.167734742,-3.97791,3558378.254540312,3558378.254540312,,-28.54201,74.09431
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),3241.14,707719549,147,707719549.0,719206160.0,3318.05,3150.37,-55.152704766559054,-1.67317,-15090729.007801294,-2.08779,218592.6450995192,218592.6450995192,,-21.00838,49.75612
conflux-token,cfx,Conflux,0.145317,701271520,148,811707016.0,63553162.0,0.150826,0.1417,-0.003652269826784987,-2.4517,-18053425.02888739,-2.50977,4822544536.178094,5581993740.791504,,-91.43438,562.2488
ronin,ron,Ronin,1.86,700496364,149,1864932787.0,20290827.0,1.88,1.79,0.02181168,1.18727,6835756.0,0.98546,375614804.4993011,1000000000.0,1000000000.0,-58.1926,846.43033
wormhole,w,Wormhole,0.248388,699631761,150,2488355480.0,74862000.0,0.26183,0.24587,-0.01137159700075488,-4.37773,-31828730.213891864,-4.35139,2811623046.0,10000000000.0,10000000000.0,-84.9954,51.35367
reserve-rights-token,rsr,Reserve Rights,0.01293826,696952377,151,1294630208.0,50522830.0,0.01367572,0.01259617,-0.000320921369428184,-2.42037,-17772651.214200854,-2.48664,53834088904.0,100000000000.0,100000000000.0,-88.9383,970.34133
mina-protocol,mina,Mina Protocol,0.55826,674149128,152,676346107.0,51386744.0,0.577698,0.547247,-0.011421670992372457,-2.00492,-12524725.498811126,-1.82397,1204566005.840039,1208491556.840039,,-93.84364,67.79723
gigachad-2,giga,Gigachad,0.069576,669294966,154,669294966.0,24751469.0,0.07835,0.065923,-0.002338669815894714,-3.25201,-20172418.333185792,-2.9258,9604136902.35,9604136902.35,10000000000.0,-26.82305,559375.59426
pancakeswap-token,cake,PancakeSwap,2.29,667577039,155,869765710.0,91017362.0,2.38,2.24,-0.04397275703891479,-1.88747,-12754424.19954753,-1.87474,291950527.5528312,380373414.7418815,450000000.0,-94.78562,1079.01481
echelon-prime,prime,Echelon Prime,12.52,663032727,153,1391393498.0,43172055.0,14.08,12.21,-0.4731682655840288,-3.64085,-24244815.099417686,-3.52766,52947137.5429,111111111.0,111111111.0,-54.74888,962.91015
eigenlayer,eigen,Eigenlayer,3.13,662400403,156,5347911433.0,88136716.0,3.35,3.07,-0.1832403841476209,-5.53111,-36833553.05215824,-5.2677,210808569.73,1701969919.594092,,-44.33966,45.28513
zksync,zk,ZKsync,0.179429,660433289,157,3773904509.0,118263992.0,0.185138,0.172621,-0.002292525048653765,-1.26156,-7335396.645883203,-1.09849,3675000000.0,21000000000.0,21000000000.0,-44.01246,116.38871
tether-gold,xaut,Tether Gold,2661.73,656386946,158,656386946.0,5555927.0,2685.27,2627.56,30.13,1.14508,7573148.0,1.16723,246524.33,246524.33,,-5.45663,83.83828
compound-governance-token,comp,Compound,72.74,645396279,160,727732317.0,59422184.0,77.49,69.24,0.756635,1.0511,5515679.0,0.86199,8868594.452345962,10000000.0,10000000.0,-92.00167,182.9344
frax,frax,Frax,0.992401,644314193,159,644314193.0,29671608.0,1.005,0.987595,-0.002997066997024844,-0.30109,-2169956.505115986,-0.33566,649433438.165934,649433438.165934,,-12.78388,13.73539
pendle,pendle,Pendle,3.93,642261115,161,1017010425.0,78647632.0,4.17,3.89,-0.17819272551392507,-4.34055,-30947060.03096533,-4.59695,163213503.288302,258446028.2446348,258446028.2446348,-47.47816,11567.4914
gnosis,gno,Gnosis,245.15,634480364,162,735035982.0,7580463.0,255.18,243.82,-7.280122727514424,-2.88397,-19560040.84975934,-2.99065,2589589.0,3000000.0,3000000.0,-61.84122,3470.83429
mantle-restaked-eth,cmeth,Mantle Restaked ETH,3406.03,630894761,163,630894761.0,26332340.0,3497.02,3337.0,-64.67657564256706,-1.8635,-12058024.588586688,-1.87541,185184.6644295427,185184.6644295427,,-20.58549,37.85509
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,93561.0,619877217,164,619877217.0,8289530.0,94797.0,90245.0,900.05,0.97134,-142824.90257191658,-0.02304,6632.55045548,6632.55045548,,-12.99548,59.15724
notcoin,not,Notcoin,0.00597237,612173396,165,612173396.0,87023988.0,0.00603199,0.00563802,0.00013948,2.39119,13859898.0,2.31649,102456957529.5639,102456957529.5639,,-78.9229,29.65375
usdx-money-usdx,usdx,usdx.money USDX,0.995835,609487016,166,609487016.0,45288.0,1.004,0.991857,0.00181543,0.18264,5836460.0,0.96686,611643490.2695088,611643490.2695088,,-5.74762,5.44031
havven,snx,Synthetix Network,1.78,602945575,167,603698015.0,38903107.0,1.87,1.74,-0.04386369310060645,-2.4107,-15390001.02299416,-2.48894,339466216.9903987,339889850.0887736,339889850.0887736,-93.74288,5032.17559
dydx,ethdydx,dYdX,1.31,588786492,168,588786492.0,37885801.0,1.37,1.29,-0.02970932400459403,-2.21975,-12583280.485661507,-2.09244,448812765.09231925,448812765.09231925,1000000000.0,-95.28786,62.58662
grass,grass,Grass,2.4,586580523,169,2404953996.0,106383821.0,2.55,2.36,-0.09282877805382839,-3.72249,-20188509.162555456,-3.32721,243905091.0,1000000000.0,1000000000.0,-38.14874,267.56611
amp-token,amp,Amp,0.00677278,570645667,171,675233179.0,12839563.0,0.00713629,0.00664008,-0.000156261631799911,-2.25517,-13143475.954948902,-2.25141,84231346590.2867,99669205039.99,99669205039.99,-94.37578,382.12713
turbo,turbo,Turbo,0.00825178,570600745,170,570600745.0,76388348.0,0.008668,0.00807588,-0.00018208399766163,-2.15896,-11403783.327494502,-1.9594,69000000000.0,69000000000.0,69000000000.0,-42.42044,12547.42681
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),0.00562652,564999865,172,564999865.0,20117814.0,0.00595382,0.00553052,-0.000202483802546448,-3.47373,-18934495.177895904,-3.24257,100000000000.0,100000000000.0,100000000000.0,-43.12168,213.19729
freysa-ai,fai,Freysa AI,0.068111,559589321,173,559589321.0,11041318.0,0.072779,0.051916,0.01212204,21.65078,103258477.0,22.62799,8189700000.0,8189700000.0,8189700000.0,-14.75006,4196.67016
terra-luna,lunc,Terra Luna Classic,0.00010115,557213998,174,658942488.0,20072299.0,0.0001048,9.934e-05,-1.809874253237e-06,-1.75777,-10297408.435576677,-1.81448,5505005780985.53,6510034235392.784,,-99.99991,10056.13459
beldex,bdx,Beldex,0.079557,549823702,175,789870053.0,7709012.0,0.081904,0.078442,-0.000635244630416809,-0.79215,-5188248.564632177,-0.9348,6912742506.721067,9930761945.014069,,-82.28752,28915.03346
superfarm,super,SuperVerse,1.21,548730266,176,1214822837.0,19491945.0,1.27,1.17,-0.015845381352614707,-1.29184,-9288935.349327683,-1.66463,451694843.416917,999998077.4169172,999998077.4169172,-74.31348,1630.06843
axelar,axl,Axelar,0.602248,538852689,177,714050881.0,12371009.0,0.63221,0.591923,-0.01565426552015292,-2.53345,-13072326.640607357,-2.3685,894356704.8197349,1185140588.337523,,-77.23952,92.31235
pax-gold,paxg,PAX Gold,2684.13,536755497,178,536755497.0,14511670.0,2705.82,2640.86,15.4,0.57713,3196185.0,0.59903,199956.696,199956.696,,-5.82632,92.15238
1inch,1inch,1inch,0.380784,532947990,179,572072861.0,65198528.0,0.3906,0.374702,-0.004415765688908391,-1.14636,-4934725.812578976,-0.91744,1397412881.486226,1499999999.997,1499999999.997,-95.58675,78.26675
peanut-the-squirrel,pnut,Peanut the Squirrel,0.532317,532596287,180,532596287.0,256610582.0,0.569087,0.522278,-0.02703984051901875,-4.83409,-27177265.787068248,-4.85505,999858912.07,999858912.07,999858912.07,-78.08902,1575.05936
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,3520.39,529363368,181,1315275108.0,22410010.0,3606.22,3434.95,-66.36500424209635,-1.85028,-11655920.772742808,-2.15444,150418.0684135859,373734.0982232124,,-20.61158,239.50666
safe,safe,Safe,0.999288,527551598,182,1000251241.0,47303939.0,1.099,0.925831,0.02793695,2.87609,15565861.0,3.04029,527419089.0,1000000000.0,1000000000.0,-71.84605,61.61441
popcat,popcat,Popcat,0.537929,527367603,184,527367603.0,71144399.0,0.590556,0.523239,-0.010107062053433149,-1.84423,-11981346.029626727,-2.22145,979978669.96,979978669.96,979978694.0,-73.78864,14083.131
kava,kava,Kava,0.486617,526937061,183,526937061.0,16878031.0,0.518935,0.483926,-0.020603098046342472,-4.06197,-24078191.406502128,-4.36979,1082853842.0,1082853842.0,,-94.64762,97.34451
ordinals,ordi,ORDI,24.85,523401124,185,523401124.0,185700188.0,25.46,23.46,0.574499,2.36652,13214033.0,2.59004,21000000.0,21000000.0,,-73.94361,769.97131
paypal-usd,pyusd,PayPal USD,0.999253,523336587,186,523336587.0,16069527.0,1.004,0.992508,0.00037842,0.03788,20611119.0,4.09988,523626323.333201,523626323.333201,,-2.28677,3.9575
cat-in-a-dogs-world,mew,cat in a dogs world,0.00578029,515664065,187,515664065.0,47849937.0,0.00596723,0.00558532,-1.2832671687683e-05,-0.22152,-5561531.215029299,-1.06701,88888888888.88,88888888888.88,88888888888.88,-54.96483,536.05805
layerzero,zro,LayerZero,4.57,507729841,188,4567852486.0,121939301.0,4.84,4.53,-0.18722019622598562,-3.93745,-20355638.069706798,-3.85461,111152854.20763355,1000000000.0,1000000000.0,-38.64819,84.93673
bitcoin-avalanche-bridged-btc-b,btc.b,Avalanche Bridged BTC (Avalanche),93810.0,501570352,189,501570352.0,38319406.0,95066.0,91016.0,188.33,0.20116,-1115226.4956145287,-0.22185,5354.89225513,5354.89225513,,-13.06457,1103.07328
livepeer,lpt,Livepeer,13.44,500379723,190,500379723.0,78145850.0,14.09,13.13,-0.15228574005410067,-1.12069,-5869886.888694406,-1.15948,37217087.12692469,37217087.12692469,37217087.12692469,-86.35622,3716.15637
apenft,nft,APENFT,5.02189e-07,497293357,193,502257883.0,37117740.0,5.10699e-07,4.9697e-07,-7.333184352e-09,-1.43923,-7045877.298396111,-1.39705,990105682877398.0,999990000000000.0,999990000000000.0,-93.32973,68.13245
nervos-network,ckb,Nervos Network,0.01091242,496973800,192,504539846.0,36837199.0,0.01131748,0.01071283,-0.000208572418108947,-1.87548,-11132401.519493878,-2.19096,45508619947.75648,46201453893.21065,,-74.87807,454.84155
oasis-network,rose,Oasis,0.07376,496580831,191,737883940.0,30372231.0,0.078121,0.072277,-0.002261071223299757,-2.97426,-15869391.89460367,-3.09677,6729795897.58809,10000000000.0,10000000000.0,-87.6194,131.06889
true-usd,tusd,TrueUSD,0.996985,494036467,194,494036467.0,28841267.0,1.011,0.986454,-0.001504605450546315,-0.15069,-377981.7172755003,-0.07645,495516083.0,495516083.0,,-38.17814,13.2471
kusama,ksm,Kusama,30.34,484509290,195,484533196.0,18685292.0,31.24,29.58,-0.3602239040150721,-1.17355,-7763384.389390469,-1.57705,15958459.01027264,15959246.41103758,,-95.09929,3375.80485
pumpbtc,pumpbtc,pumpBTC,90888.0,483478721,196,483478721.0,6502.9,93390.0,66013.0,193.23,0.21305,1559656.0,0.32363,5312.9239569,5312.9239569,,-15.12589,86.17087
trust-wallet-token,twt,Trust Wallet,1.15,479921742,197,1151858533.0,16024764.0,1.17,1.11,-0.002119036661753171,-0.18368,-1036776.1422966719,-0.21556,416649900.0,1000000000.0,,-57.50156,41548.86197
blur,blur,Blur,0.224642,478551237,198,674163143.0,64016845.0,0.237221,0.218735,-0.009755276868330607,-4.16186,-19848461.261948287,-3.98244,2129534557.743531,3000000000.0,3000000000.0,-95.5142,105.28803
frax-ether,frxeth,Frax Ether,3222.09,476005766,199,476005766.0,3621238.0,3299.14,3173.51,-77.04978163303258,-2.33545,-11243170.065212667,-2.30748,147731.940272783,147731.940272783,,-20.95363,183.88283
theta-fuel,tfuel,Theta Fuel,0.068697,466606327,200,466671422.0,5744009.0,0.069027,0.065589,0.00090372,1.33305,5346698.0,1.15915,6805313249.0,6806262631.0,,-89.93367,7455.96567
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),3243.86,466071398,201,466071398.0,41348017.0,3317.72,3161.0,-54.432973028300694,-1.65034,-9604379.758879066,-2.0191,144062.252821629,144062.252821629,,-20.76382,49.87538
resolv-usr,usr,Resolv USR,0.999389,463183070,202,463183070.0,26145066.0,1.011,0.986803,-0.002509203335073873,-0.25045,4325049.0,0.94257,462966014.4449678,462966014.4449678,,-2.00684,2.17431
snek,snek,Snek,0.00612179,455991578,203,462737561.0,2468740.0,0.00643054,0.00570534,3.194e-05,0.52454,2710649.0,0.59801,74354011179.0,75454011397.0,76715880000.0,-31.40671,4336.08764
astar,astr,Astar,0.060559,453860712,204,505625401.0,27419354.0,0.062385,0.058597,3.466e-05,0.05726,1435415.0,0.31727,7476482317.0,8329206000.0,,-85.60619,85.59446
aixbt,aixbt,aixbt by Virtuals,0.529988,452615942,207,528996268.0,289649092.0,0.593029,0.383163,0.118557,28.81572,98527661.0,27.82573,855612732.0,1000000000.0,1000000000.0,-20.12435,2105.97623
morpho,morpho,Morpho,2.71,452134809,205,2728419683.0,76750574.0,3.35,2.72,-0.42183476509682194,-13.46302,-64881736.96853435,-12.54926,165713072.7138533,1000000000.0,1000000000.0,-25.65804,281.96976
baby-doge-coin,babydoge,Baby Doge Coin,2.733e-09,448562301,206,1150477408.0,41381754.0,2.855e-09,2.665e-09,-5.0459631e-11,-1.81259,-7508381.098070145,-1.64632,1.637547727886571e+17,4.2e+17,4.2e+17,-57.8546,2789.6111
arkham,arkm,Arkham,1.34,447019234,208,1340213984.0,93508240.0,1.42,1.31,-0.01858829484597213,-1.37168,-6170876.184166253,-1.36165,333543180.0,1000000000.0,1000000000.0,-66.39373,364.24481
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,1.061,445637687,209,445845335.0,7129897.0,1.085,1.022,-0.010615768901965694,-0.99096,-4026561.3678683043,-0.89546,419690692.3156841,419886249.6244856,,-15.94785,13.64117
creditcoin-2,ctc,Creditcoin,1.06,441107915,210,634558634.0,14980855.0,1.081,1.024,-0.001255250733827262,-0.11825,-2105716.7099474072,-0.4751,417084779.0,599999997.0,,-87.77603,725.6202
dash,dash,Dash,36.32,440898865,211,689425265.0,47636574.0,37.75,36.05,-0.8801080186323631,-2.36591,-9694638.357808053,-2.15153,12099653.07146578,18920000.0,18920000.0,-97.55317,16985.49325
vana,vana,Vana,13.89,427718062,213,1666434008.0,43192687.0,14.71,13.68,-0.2796618176740484,-1.97435,-14235459.423297405,-3.22103,30800000.0,120000000.0,120000000.0,-60.66292,2.39386
tbtc,tbtc,tBTC,93562.0,425853295,212,425871976.0,9740853.0,94946.0,91142.0,-213.77506358777464,-0.22796,-117162.44902318716,-0.0275,4552.88064535,4553.08035999,,-13.26789,825.67044
stader-ethx,ethx,Stader ETHx,3397.48,424142689,214,424142689.0,1013402.0,3472.87,3293.63,-54.03194200812641,-1.56546,-7075572.088307679,-1.64083,124981.187218853,124981.187218853,,-20.69308,120.56411
sweth,sweth,Swell Ethereum,3484.32,423423239,216,423435044.0,2838385.0,3575.19,3397.93,-69.50090950512185,-1.95567,-8508377.769212902,-1.96984,121323.095741077,121326.478319651,,-20.66973,127.12913
bridged-usdc-polygon-pos-bridge,usdc.e,Bridged USDC (Polygon PoS Bridge),1.002,423049054,215,423049054.0,43780619.0,1.004,0.985992,0.00148685,0.14865,4193196.0,1.00111,423948717.132399,423948717.132399,,-2.87553,2.31889
0x,zrx,0x Protocol,0.485705,412335936,218,486017924.0,66022919.0,0.503341,0.474187,-0.009703489941425614,-1.95869,-8382311.71152842,-1.99238,848396562.906836,1000000000.0,1000000000.0,-80.42398,305.08432
zilliqa,zil,Zilliqa,0.02124497,412313624,217,426901974.0,29954154.0,0.02166961,0.02054268,-1.13540537191e-07,-0.00053,307550.0,0.07465,19387303762.92833,20073259188.63833,21000000000.0,-91.62785,792.28032
ether-fi,ethfi,Ether.fi,1.87,407480116,220,1874713912.0,126742585.0,1.98,1.82,-0.035375317636203496,-1.85277,-6790925.266216636,-1.63925,217355893.0,1000000000.0,1000000000.0,-78.00444,70.96003
super-oeth,superoethb,Super OETH,3236.22,406591488,222,406591488.0,2893996.0,3319.42,3165.45,-62.252861140659206,-1.88732,-7125616.936350167,-1.72234,125384.6770207027,125384.6770207027,,-20.87633,49.47343
telcoin,tel,Telcoin,0.0052187,406272225,219,522142212.0,3019022.0,0.00552356,0.0051629,-0.000214251417846184,-3.94356,-15335635.519732058,-3.63742,77808730200.74,100000000000.0,,-91.8528,8015.28922
quantixai,qai,QuantixAI,83.81,405195807,223,835455273.0,390275.0,85.01,79.88,2.37,2.91442,10553853.0,2.67429,4850000.0,10000000.0,10000000.0,-20.99057,36484.08918
usdb,usdb,USDB,0.996223,404607538,221,404607538.0,2706091.0,1.013,0.977144,0.00729063,0.73722,2879895.0,0.71688,406046631.5607005,406046631.5607005,,-6.18849,12.79036
io,io,io.net,3.05,404470769,224,2451351607.0,149625683.0,3.25,2.94,0.00105576,0.03459,10574441.0,2.68457,131999265.0,799999988.6052684,800000000.0,-52.40294,133.009
